Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
Special COVID-19 Coverage: Death Is an Expected COVID-19 Effect; Covidlateral Damage Is Not,"Hawkins, Seth C; McClure, Sarah Frances; Jones, Wooten",,2020,,Emergency Medicine News,42,5A,,00132981-202005131-00001,10.1097/01.EEM.0000666844.38435.9b,32599,#175526,Hawkins 2020,,,175526,06-05-20
First Person: Administrator to COVID-19 Staff: We're Not Making Enough Money Special COVID-19 Coverage: The Lowdown on Drugs to Treat COVID-19,"Gussow, Leon",,2020,,Emergency Medicine News,42,5A,,00132981-202005131-00003,10.1097/01.EEM.0000666852.71898.a5 10.1097/01.EEM.0000666848.23280.6f,32598,#175527,Gussow 2020,,,175527,06-05-20
Challenge of managing patients with COVID-19 and acute behavioural disturbances,"Lightfoot, J.; Harris, D.; Haustead, D.",,2020,,EMA - Emergency Medicine Australasia,,,,,10.1111/1742-6723.13522,32592,#175533,Lightfoot 2020,,,175533,06-05-20
Food delivery service during social distancing: Proactively preventing or potentially spreading COVID-19?,"Nguyen, Trang H. D.; Vu, Danh C.","Social distancing and shelter-in-place order are among the measures implemented to effectively prevent the spread of COVID-19 [1]. Shutdown of all non-essential services and restriction of restaurants to takeout in response to the social distancing measures spark surge in food delivery service. Such a service has been touted as being a useful, convenient and safe means to reduce the risk of exposure to infection sources of the novel coronavirus. Nevertheless, this distribution method may still pose a potential risk of spreading the disease. Very recently, we have reported more than 60% of the infected cases occurring in a public hospital in Hanoi, the capital of Vietnam, are linked to food delivery of mildly-ill or presymptomatic non-clinical staff working at the hospital cafeteria [2]. This has raised a concern that food delivery has a great potential to contribute to the spread of the disease [3]. While more and more people adhere to the shelter-in-place order, delivery workers are ordering and delivering foods for their customers.",2020,,Disaster Medicine and Public Health Preparedness,,,01-Apr,,10.1017/dmp.2020.135,32587,#175538,Nguyen 2020,,,175538,06-05-20
"Epidemiological characteristics of confirmed COVID-19 in Guizhou province, China","Li, Xiahong; Wang, Xue; Liu, Jun; Huang, Guangtao; Shi, Xiuquan","Objective:To explore the epidemiological characteristics of COVID-19 associated with SARS-Cov-2 in Guizhou province, and to compare the differences in epidemiology with other provinces.Methods:The data were extracted from National Health Commission of the People’s Republic of China, Health Commission of Guizhou province, and Health Commission of Hubei province from January 20 to February 12, 2020. Information included such as general demographic indicators, population data and clinical outcome.Results:A total of 135 cases were analyzed in the study. The average age was 39.46±18.95 years. The ratio of males to females was 0.985:1. Most of COVID-19 patients were 18-45 years old (52.27%). Close contact history was the most common (37.88%), followed by residence history in Hubei (34.85%). There was no difference between males and females in age (P=0.953) and exposure condition (P=0.186). Correlation analysis showed that there was a significant positive correlation between the migration index and the number of confirmed cases (r=0.816, P=0.007).Conclusion:Among the cases, most patients were young adults. Most epidemiological characteristics were no difference between males and females. Family-based transmission should not be ignored, as a close contact history was the top reason of exposure. Moreover, population movements also had significant impact on outbreaks.",2020,,Disaster Medicine and Public Health Preparedness,,,Jan-19,,10.1017/dmp.2020.134,32586,#175539,Li 2020,,,175539,06-05-20
The use of traditional Chinese medicine (TCM)/acupuncture in the treatment and prevention of SARS-CoV-2 infections: White paper from the Scientific Chapter of the German Medical Association for Acupuncture,"Fleckenstein, J.; Füzeki, E.; Banzer, W.","There are currently numerous suggestions on the potential effectiveness of traditional Chinese medicine (TCM)/acupuncture in the treatment of SARS-CoV‑2 infections and their associated symptoms. These reflections are based on molecular virology and clinical investigations resulting from the SARS epidemic in 2002/2003. The antiviral properties of Chinese herbal medicine (CHM) against SARS-CoV‑2 have not yet been investigated in depth. Clinical data relies on studies conducted prior to the corona pandemic. Current data is limited to a few internationally published case reports and observational studies published in China. There is a promising number of ongoing registered clinical trials. Evidence regarding TCM treatments other than CHM is poor. Based on the available data, a combination of Western and TCM approaches in the Western Hemisphere seems justified only if all conventional treatments are exhausted.",2020,,Deutsche Zeitschrift fur Akupunktur,63,2,70-73,,10.1007/s42212-020-00271-7,32579,#175546,Fleckenstein 2020,,,175546,06-05-20
How to manage smoke evacuation and filter pneumoperitoneum during laparoscopy to minimize potential viral spread: different methods from SoMe,"Pata, F.","Even if previous studies on HBV showed that hepatitis virus could be found in the intrabdominal gas, there is no evidence of SARS-CoV2 particles in the gas used during laparoscopy so far, but it is prudent to perform laparoscopy with safety strategies to avoid diffusion of potentially infected intrabdominal aerosol in the operating room.",2020,,Colorectal disease : the official journal of the Association of Coloproctology of Great Britain and Ireland,,,,,10.1111/codi.15086,32553,#175572,Pata 2020,,,175572,06-05-20
W.A.R.A. (wiring affect with reattach) provided by remote training: First-aid psychological intervention?,"Weerkamp-Bartholomeus, P.; Marazziti, D.; van Amelsvoort, T.","Wiring Affect with ReAttach (W.A.R.A) is an ultrafast affect-regulation technique that is commonly provided by ReAttach therapists in the proximity of the patient. The benefits of W.A.R.A. are that the intervention is light, brief, and simple in helping to process negative affect. Facing the COVID-19 pandemic and the devastating consequences for mental health, we propose W.A.R.A, amongst other self-regulation strategies, as a first-aid psychological intervention. We immediately started to give access to free online W.A.R.A. training, so professionals, worldwide, can offer W.A.R.A. by remote training and help patients suffering from elevated stress to regulate their negative affect.",2020,,Clinical Neuropsychiatry,17,2,115-116,,10.36131/CN20200217,32535,#175590,Weerkamp-Bartholomeus 2020,,,175590,06-05-20
The COVID-19 pandemic is a paradoxical challenge to our nervous system: A polyvagal perspective,"Porges, S. W.","The spread of the SARSCov2 virus presents an unprecedented event that rapidly introduced widespread life threat, economic de-stabilization, and social isolation. The human nervous system is tuned to detect safety and danger, integrating body and brain responses via the autonomic nervous system. Polyvagal Theory provides a perspective to understand the impact of the pandemic on mental and physical health. This perspective highlights the important role of the state of the autonomic nervous system in exacerbating or dampening threat reactions to the pandemic. In addition, the theory alerts us to the impact of clinical history (e.g., trauma) on autonomic regulation as an important compounding risk factor lowering the threshold to behaviorally and physiologically destabilize in response to the pandemic. The theory provides a strategy to dampen the adverse reactions to threat (e.g., acute stress disorders) through portals of social engagement that evolved to downregulate defenses to promote calmness and connectedness.",2020,,Clinical Neuropsychiatry,17,2,135-138,,10.36131/CN20200220,32534,#175591,Porges 2020,,,175591,06-05-20
The COVID-19 outbreak: The latest challenge to psychological and psychiatric intervention,"Marazziti, D.",,2020,,Clinical Neuropsychiatry,17,2,39-40,,10.36131/clinicalnpsych20200201,32533,#175592,Marazziti 2020,,,175592,06-05-20
Recommendations for emergency departments receiving patients with vital signs absent from paramedics during COVID-19,"Nolan, Brodie; Chartier, Lucas B.; Verbeek, P. Richard; Huyer, Dirk; Mazurik, Laurie","Protection of frontline healthcare workers during the ongoing coronavirus disease pandemic (COVID-19) is essential. During the severe acute respiratory syndrome (SARS) outbreak in 2003 healthcare workers accounted for 21% of victims worldwide and 43% of SARS patients in Toronto were healthcare workers1 . This was likely multifactorial, including a lack of personal protective equipment (PPE), unrecognized cases and inadequate PPE used1,2. This risk was greatest to nurses working in the emergency department (ED) and intensive care units2 . Aerosol generating medical procedures (AGMPs) are interventions that can cause airborne infectious particles to be propelled into the air. Due to their small size and potential to be suspended in the air for prolonged periods, additional precautions are required for healthcare workers who are exposed to AGMPs. Obtaining an accurate history and COVID-19 risk factors for patients in cardiac arrest is difficult, therefore we suggest presuming all patients presenting vital signs absent (VSA) to be infectious with COVID-19. The purpose of this paper is to provide recommendations to enhance staff and patient safety during COVID-19 by reducing unnecessary exposure to AGMPs for ED staff, paramedics and other ED patients when receiving patients with VSA. We suggest hospitals and emergency medical services engage with appropriate stakeholders and adjust accordingly for local practice. Summary of evidence: Available evidence supporting which specific procedures are AGMP are all of low level of evidence and sometimes have conflicting results. Much of the data regarding the risk of aerosolization and transmission of pathogens causing acute respiratory infections comes from the SARS outbreak in 2003 making it challenging to draw conclusions from which specific procedures had risks of transmission . To aid in justification of our recommendations, we present a brief summary of available evidence regarding common AGMPs that occur during cardiopulmonary resuscitation (CPR) and the risks of transmission to healthcare workers.",2020,,CJEM,,,01-Sep,,10.1017/cem.2020.389,32516,#175609,Nolan 2020,,,175609,06-05-20
